x coordinate,y coordinate
-,-
5.211618257261411,0.024291497975708502
5.405601659751038,0.048582995951417005
5.599585062240664,0.1214574898785425
5.8112033195020745,0.3157894736842105
5.987551867219917,0.5344129554655871
6.199170124481327,0.8502024291497976
6.410788381742739,1.0202429149797572
6.604771784232365,1.45748987854251
6.798755186721992,1.311740890688259
7.0103734439834025,1.8704453441295548
7.204356846473029,2.1376518218623484
7.363070539419088,2.161943319838057
7.627593360995851,2.4048582995951415
7.821576763485478,2.623481781376518
8.015560165975103,2.9878542510121457
8.191908713692946,3.6923076923076925
8.438796680497926,3.88663967611336
8.632780082987551,4.202429149797571
8.79149377593361,3.9595141700404857
9.00311203319502,4.931174089068826
9.197095435684648,5.02834008097166
9.408713692946058,4.493927125506073
9.620331950207468,4.493927125506073
9.79668049792531,4.7368421052631575
10.008298755186722,4.663967611336032
10.202282157676349,3.789473684210526
10.41390041493776,4.105263157894737
10.607883817427386,4.178137651821863
10.801867219917012,3.7651821862348176
11.013485477178424,3.8623481781376516
11.20746887966805,3.473684210526316
11.419087136929459,2.8421052631578947
11.613070539419088,2.8421052631578947
11.824688796680498,2.3562753036437245
12.018672199170124,1.94331983805668
12.212655601659751,1.214574898785425
12.424273858921161,0.8016194331983806
12.618257261410788,0.3157894736842105
12.8298755186722,0.26720647773279355
13.023858921161827,0.0728744939271255
13.217842323651452,0.1214574898785425
